32.9	13	26	43.7
32.6	13	23	44.2
82.3	53.9	70.9	115
95.4	53.3	86.5	136
37.8	20.6	30.5	46.4
22.4	13.3	18.6	25.8
17.1	9.99	16.2	20.1
15.2	8.08	15.1	18.8
17.7	7.38	15.1	20.4
20.7	9.13	16.2	24.4
31.1	12.3	25.5	41.3
35.6	14	29.4	54.6
